Id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
7197,30.0,Private,211028.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,low
17443,64.0,Private,216208.0,Some-college,10.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
10448,64.0,Private,379062.0,Some-college,10.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,12.0,United-States,low
4619,25.0,State-gov,328697.0,Some-college,10.0,Divorced,Protective-serv,Other-relative,White,Male,0.0,0.0,45.0,United-States,low
1732,,Private,314177.0,HS-grad,9.0,Never-married,Sales,Not-in-family,Black,Male,0.0,,40.0,United-States,low
11989,43.0,Private,118536.0,HS-grad,9.0,Divorced,Machine-op-inspct,Other-relative,Black,Male,0.0,0.0,40.0,United-States,low
27131,24.0,Private,442274.0,HS-grad,9.0,Never-married,Exec-managerial,Own-child,,Male,0.0,0.0,40.0,United-States,low
16072,41.0,,104196.0,Some-college,10.0,,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,,low
24792,30.0,Private,,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,low
30648,29.0,State-gov,118520.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,42.0,United-States,low
28204,41.0,Private,217902.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,high
18933,32.0,Private,257068.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,0.0,0.0,37.0,United-States,low
24124,41.0,Private,39581.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,24.0,El-Salvador,low
6683,25.0,Private,279667.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,low
18069,40.0,Private,151294.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,48.0,United-States,low
20409,46.0,Private,219611.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,low
4238,61.0,Private,195453.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,high
21228,41.0,Private,190885.0,HS-grad,9.0,Separated,Other-service,Unmarried,,Female,0.0,0.0,,Mexico,low
7783,26.0,Self-emp-not-inc,281678.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,,0.0,0.0,55.0,United-States,low
6233,67.0,Private,195161.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051.0,0.0,60.0,United-States,high
9302,64.0,Self-emp-inc,195366.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,low
31474,31.0,Private,39054.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,20.0,,low
6696,22.0,Private,234880.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25.0,United-States,low
3205,31.0,Private,169269.0,7th-8th,4.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,low
21267,33.0,Private,268571.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,,low
7157,18.0,Private,716066.0,10th,6.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,30.0,United-States,low
3296,24.0,Private,54560.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,low
3881,63.0,Private,134699.0,HS-grad,9.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,,,low
9499,19.0,Private,217769.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,low
12799,52.0,Private,286342.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,38.0,United-States,low
9837,29.0,Private,197932.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,40.0,Mexico,high
2373,57.0,Private,205708.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Poland,low
31755,35.0,Private,129305.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,,0.0,,30.0,United-States,low
8628,34.0,Private,122616.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,84.0,,high
18323,49.0,Self-emp-not-inc,182752.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,35.0,United-States,high
29038,28.0,Local-gov,154863.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,Trinadad&Tobago,high
7637,33.0,Local-gov,83671.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,50.0,United-States,low
31195,36.0,Private,160192.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
15544,23.0,Private,161874.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.0,40.0,United-States,low
30518,38.0,Self-emp-not-inc,245372.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,,White,Male,3137.0,0.0,50.0,United-States,low
9429,27.0,Private,170017.0,Bachelors,13.0,,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,low
24366,26.0,Private,211424.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,high
8558,28.0,Private,142712.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
6146,53.0,Self-emp-inc,157881.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,low
12879,35.0,Federal-gov,226916.0,Bachelors,,Widowed,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,high
30359,24.0,Private,220993.0,,9.0,,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,low
21784,32.0,Private,248584.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,,40.0,United-States,low
12440,31.0,Self-emp-not-inc,340880.0,Bachelors,13.0,,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,low
2457,39.0,Private,105813.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
3082,74.0,Self-emp-inc,162340.0,Some-college,,Widowed,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,low
20515,28.0,Self-emp-not-inc,212318.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,55.0,United-States,low
19315,23.0,Private,377121.0,Some-college,10.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,25.0,United-States,low
20384,35.0,Private,219902.0,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,low
10324,35.0,State-gov,483530.0,Some-college,10.0,Divorced,Tech-support,Unmarried,,Female,0.0,0.0,40.0,United-States,low
1654,41.0,Private,421871.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,high
7081,46.0,Private,169042.0,10th,6.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,Ecuador,low
1029,,Self-emp-inc,,Masters,14.0,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,India,low
18733,45.0,Local-gov,56841.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,high
1864,38.0,Local-gov,72338.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0.0,0.0,54.0,United-States,high
14919,24.0,Private,43387.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,55.0,England,high
12674,51.0,Local-gov,142411.0,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50.0,United-States,low
30052,58.0,Private,110213.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0,United-States,high
3395,61.0,Self-emp-inc,156542.0,Prof-school,15.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,,40.0,United-States,high
23462,28.0,Private,96020.0,Bachelors,13.0,Never-married,Exec-managerial,,White,Female,0.0,0.0,40.0,,low
7328,45.0,Private,112929.0,,4.0,,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,low
31795,58.0,Local-gov,311409.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688.0,0.0,30.0,United-States,high
21715,41.0,Private,177305.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,high
20637,37.0,Private,404661.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,,United-States,low
26402,22.0,Private,214635.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,42.0,United-States,low
27226,51.0,,,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,50.0,United-States,high
20525,38.0,Federal-gov,47707.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States,low
4270,52.0,Federal-gov,,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
15913,32.0,Private,48458.0,HS-grad,9.0,Never-married,Sales,Own-child,Black,Female,0.0,1669.0,45.0,,low
1885,22.0,,235733.0,,9.0,Never-married,Other-service,,White,Female,0.0,0.0,45.0,United-States,low
19392,37.0,Private,220314.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,Mexico,low
10219,54.0,Private,135803.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15024.0,0.0,60.0,South,high
253,19.0,Local-gov,27382.0,Some-college,10.0,Never-married,Adm-clerical,,White,Male,0.0,0.0,40.0,United-States,low
21660,34.0,State-gov,156292.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,,low
2779,40.0,Private,174395.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,Greece,low
16915,30.0,Local-gov,44566.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80.0,United-States,low
24819,20.0,Private,196745.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,,16.0,United-States,low
31579,38.0,Private,60135.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Female,0.0,0.0,,United-States,low
6075,52.0,Private,133403.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,low
10779,23.0,Private,284898.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,30.0,United-States,low
17699,34.0,Private,143699.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,15.0,United-States,low
1352,42.0,Private,173938.0,HS-grad,9.0,Separated,Sales,Own-child,White,,,0.0,40.0,United-States,low
24289,43.0,State-gov,164790.0,,10.0,Divorced,Adm-clerical,,Black,Male,0.0,0.0,50.0,United-States,high
15413,44.0,State-gov,55395.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
21432,39.0,Federal-gov,206190.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,low
20142,31.0,Private,178623.0,Bachelors,13.0,Never-married,Prof-specialty,,Black,Female,14084.0,,60.0,United-States,high
18159,42.0,Private,139012.0,Doctorate,16.0,,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,high
20933,59.0,Private,340591.0,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942.0,0.0,40.0,United-States,low
13122,27.0,Private,110622.0,5th-6th,3.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,20.0,Vietnam,low
27500,40.0,Private,262872.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
7052,24.0,Private,117583.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,,48.0,United-States,low
11788,31.0,Private,373432.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,43.0,United-States,low
10201,,Private,231053.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,30.0,United-States,low
23327,56.0,State-gov,110257.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,low
6772,28.0,Private,192591.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,,45.0,United-States,low
16180,,Private,360743.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,high
8613,48.0,Private,141944.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,40.0,United-States,high
4588,30.0,Private,126242.0,Some-college,10.0,Married-civ-spouse,Other-service,,White,Female,0.0,0.0,40.0,United-States,low
22701,53.0,State-gov,195922.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,,Female,0.0,0.0,40.0,United-States,low
7667,27.0,Private,318639.0,10th,6.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,Mexico,low
30297,29.0,Private,201022.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,high
26741,46.0,Private,73434.0,,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,low
15571,50.0,Federal-gov,186272.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,low
28785,50.0,Private,150975.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,low
21306,20.0,Private,151780.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,low
7543,41.0,Local-gov,112763.0,Masters,14.0,Divorced,Prof-specialty,,White,Female,7430.0,0.0,,United-States,high
7867,29.0,Private,81648.0,,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1887.0,55.0,United-States,high
24607,38.0,Private,205359.0,11th,7.0,Married-civ-spouse,Adm-clerical,Wife,,Female,0.0,0.0,32.0,United-States,low
27238,46.0,Private,169953.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
12697,47.0,Private,181652.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
12855,28.0,Private,132686.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,low
23653,43.0,Private,142682.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,30.0,,low
27919,41.0,Private,191814.0,HS-grad,9.0,Married-civ-spouse,,Own-child,White,Male,0.0,0.0,40.0,United-States,low
10379,46.0,Local-gov,344172.0,Assoc-acdm,,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,49.0,United-States,high
18878,42.0,Private,155972.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,,high
32370,53.0,Self-emp-not-inc,137547.0,,15.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,,27828.0,0.0,40.0,Philippines,high
11032,33.0,Private,348618.0,5th-6th,3.0,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,0.0,0.0,20.0,El-Salvador,low
29522,39.0,,,Some-college,10.0,,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,high
29246,58.0,Private,142326.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,low
23836,54.0,Self-emp-not-inc,261207.0,7th-8th,4.0,Divorced,,Not-in-family,White,Male,0.0,0.0,45.0,,low
30889,17.0,Private,169155.0,12th,8.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,,United-States,low
25993,66.0,Private,302072.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,low
9846,43.0,Self-emp-not-inc,311177.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,0.0,30.0,United-States,low
17426,38.0,,243484.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,28.0,United-States,high
22903,35.0,Local-gov,329759.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
22270,19.0,Private,216937.0,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,Other,Female,0.0,0.0,60.0,Guatemala,low
11118,,,58602.0,5th-6th,3.0,Never-married,Other-service,Not-in-family,,Male,0.0,0.0,,United-States,low
26466,36.0,Private,331395.0,Assoc-voc,,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,40.0,United-States,low
3083,28.0,,169069.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,low
23328,31.0,Federal-gov,101345.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,United-States,low
22477,25.0,Private,130397.0,10th,6.0,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,,0.0,40.0,United-States,low
2057,34.0,Private,126838.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,40.0,United-States,low
4024,31.0,Private,381153.0,10th,6.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,high
18658,25.0,Private,378322.0,HS-grad,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,2001.0,50.0,United-States,low
5970,45.0,Private,205424.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,high
23003,,Private,169186.0,HS-grad,9.0,,Machine-op-inspct,Own-child,White,,0.0,0.0,60.0,,low
3818,40.0,Private,181265.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,52.0,United-States,low
20311,38.0,Self-emp-not-inc,282461.0,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,,0.0,35.0,,high
30371,23.0,Private,260617.0,10th,6.0,Never-married,Craft-repair,Not-in-family,White,,0.0,0.0,40.0,United-States,low
16105,32.0,State-gov,177216.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
16912,26.0,Private,152240.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,low
16875,53.0,Private,195638.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
11467,44.0,Self-emp-not-inc,37618.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,high
28249,19.0,Private,206599.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,,40.0,United-States,low
18517,20.0,Private,173851.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,low
1917,28.0,Local-gov,218990.0,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,,0.0,46.0,United-States,low
13139,23.0,Private,135138.0,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,low
9772,39.0,Private,168894.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0,United-States,low
16559,,Private,180667.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,,low
31725,30.0,Private,147596.0,,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,low
23947,19.0,Private,150553.0,,10.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,18.0,Philippines,low
22653,39.0,Private,509060.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
6677,41.0,Private,128354.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,25.0,United-States,high
11763,25.0,Private,197651.0,Some-college,10.0,Never-married,Tech-support,,White,Female,0.0,0.0,43.0,United-States,low
25390,20.0,Private,275357.0,Assoc-voc,11.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,25.0,United-States,low
19552,51.0,Private,317396.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,low
3964,39.0,Private,746786.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,high
26803,53.0,Local-gov,192982.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,,0.0,0.0,38.0,United-States,high
450,19.0,Private,206399.0,,9.0,Never-married,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,,United-States,low
14182,52.0,Private,139347.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40.0,United-States,low
26767,53.0,,,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,,40.0,,low
15917,23.0,Private,91189.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,low
27349,52.0,Private,222405.0,,9.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,2377.0,40.0,United-States,low
14040,40.0,Federal-gov,219240.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,22.0,United-States,low
16905,62.0,Private,199193.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,25.0,United-States,low
29647,42.0,Private,251239.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,40.0,Puerto-Rico,low
5128,22.0,Private,,Some-college,10.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,40.0,United-States,low
18361,24.0,Private,140001.0,HS-grad,9.0,,,Own-child,,Male,0.0,0.0,35.0,El-Salvador,low
5082,40.0,Private,,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,45.0,United-States,low
30300,18.0,Private,115815.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,20.0,,low
8992,24.0,Private,154571.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,,0.0,0.0,20.0,United-States,low
15313,57.0,Private,124771.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
17936,29.0,Self-emp-inc,187450.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,high
11013,44.0,Private,,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,low
7462,29.0,Local-gov,30069.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,2635.0,0.0,40.0,United-States,low
19043,30.0,Private,366065.0,Some-college,10.0,,Craft-repair,Unmarried,Black,Male,0.0,0.0,40.0,United-States,low
12395,68.0,Private,224019.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,,30.0,United-States,low
11058,21.0,Private,,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,low
15203,27.0,Private,207213.0,HS-grad,,Never-married,,Own-child,White,Male,0.0,0.0,40.0,United-States,low
19027,41.0,Federal-gov,19914.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,high
8411,43.0,Private,,HS-grad,9.0,Divorced,,Other-relative,Black,Male,0.0,0.0,38.0,United-States,low
17653,,Private,37676.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,high
28495,55.0,Private,143372.0,HS-grad,9.0,Divorced,Sales,,Black,Female,0.0,0.0,40.0,United-States,low
12645,18.0,Private,338836.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,low
18813,47.0,State-gov,72333.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,low
9408,38.0,,,HS-grad,9.0,,,Husband,White,Male,0.0,0.0,50.0,United-States,low
5842,25.0,Private,195994.0,1st-4th,,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,Guatemala,low
30680,28.0,Private,264498.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
27633,32.0,Local-gov,19302.0,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,56.0,England,high
21229,31.0,Private,182162.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,37.0,United-States,low
4777,22.0,Private,287988.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,20.0,United-States,low
11327,45.0,Federal-gov,171335.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,high
21433,59.0,Self-emp-not-inc,178353.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,high
26604,,Private,322674.0,Assoc-acdm,12.0,Never-married,Handlers-cleaners,Not-in-family,,Male,0.0,0.0,48.0,United-States,low
23747,19.0,Private,35865.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,low
29228,50.0,Private,213296.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,high
7283,37.0,Self-emp-inc,205852.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,45.0,United-States,low
17341,43.0,Private,88913.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,,0.0,40.0,,low
29703,34.0,,199227.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,low
6892,37.0,Self-emp-not-inc,255454.0,Some-college,10.0,Never-married,Prof-specialty,,Black,Male,0.0,0.0,40.0,,low
5196,40.0,State-gov,506329.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,high
6738,36.0,Private,218490.0,Assoc-acdm,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,low
20873,,Private,198223.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,,low
