Id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
11888,34.0,Federal-gov,223267.0,Some-college,10.0,Divorced,Protective-serv,Own-child,White,Male,0.0,0.0,72.0,United-States
1942,24.0,Local-gov,249101.0,HS-grad,9.0,Divorced,Protective-serv,Unmarried,Black,,0.0,0.0,40.0,United-States
692,42.0,Private,262425.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States
21778,39.0,Private,70240.0,5th-6th,3.0,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines
16777,45.0,Private,191703.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States
17066,23.0,Private,212619.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States
18888,53.0,Local-gov,216931.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,4386.0,0.0,40.0,United-States
10963,52.0,Local-gov,152795.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
11924,55.0,Self-emp-inc,258648.0,10th,6.0,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States
2391,22.0,Private,189950.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States
5681,60.0,Private,81578.0,9th,5.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
826,62.0,Private,174355.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States
28280,17.0,,401198.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,,United-States
10758,63.0,Private,236338.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,35.0,United-States
566,43.0,,188436.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,,Male,5013.0,0.0,45.0,United-States
7478,35.0,,268620.0,HS-grad,9.0,Divorced,,Not-in-family,White,Female,0.0,0.0,45.0,United-States
3445,41.0,Private,116391.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
30417,40.0,Private,43711.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,45.0,United-States
15486,52.0,Private,178915.0,,9.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States
15665,30.0,Private,164309.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States
16154,45.0,Private,132847.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,,40.0,United-States
16025,,Self-emp-not-inc,93206.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,1902.0,65.0,United-States
14866,38.0,Self-emp-inc,107909.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
21086,43.0,Private,154076.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States
814,17.0,,32607.0,10th,6.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,20.0,United-States
9593,24.0,,257500.0,HS-grad,9.0,Separated,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States
31541,26.0,Private,491862.0,Assoc-voc,11.0,Never-married,Exec-managerial,Not-in-family,,Female,0.0,0.0,40.0,United-States
20424,68.0,Private,50351.0,Masters,14.0,Never-married,Adm-clerical,Not-in-family,White,,6360.0,0.0,20.0,United-States
4205,25.0,Private,73895.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States
19372,32.0,Self-emp-not-inc,182691.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,60.0,United-States
9516,40.0,Private,96129.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,72.0,United-States
7393,48.0,Private,194772.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,,White,Male,0.0,1902.0,,United-States
15873,,Private,314153.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
29699,35.0,Self-emp-inc,65624.0,Bachelors,13.0,,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States
8772,39.0,Private,114678.0,HS-grad,9.0,Divorced,Other-service,Unmarried,Black,Female,5455.0,0.0,40.0,United-States
1075,19.0,Self-emp-not-inc,36012.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States
22564,34.0,Private,88215.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,China
1698,44.0,Private,202565.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,,45.0,United-States
12860,51.0,Self-emp-not-inc,118259.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3137.0,0.0,60.0,United-States
8560,32.0,Private,112176.0,Some-college,10.0,Divorced,Sales,Own-child,White,Male,,0.0,,United-States
13320,35.0,Private,270059.0,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,,United-States
7539,24.0,Private,200819.0,12th,8.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States
14305,25.0,,214413.0,,14.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States
800,,Private,154538.0,Assoc-acdm,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
15437,,Private,82938.0,HS-grad,,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States
31532,23.0,Private,91658.0,Some-college,10.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,,40.0,United-States
12915,18.0,Private,91525.0,HS-grad,9.0,Never-married,Sales,Other-relative,White,Male,,0.0,25.0,United-States
3675,27.0,Private,150025.0,5th-6th,3.0,Never-married,Handlers-cleaners,Other-relative,White,Male,,0.0,,Guatemala
1154,43.0,State-gov,165309.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States
17028,43.0,Private,112181.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,1902.0,32.0,United-States
25037,35.0,Private,258339.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States
31309,43.0,State-gov,47818.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States
5239,52.0,Self-emp-not-inc,102346.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,35.0,United-States
12696,56.0,Self-emp-not-inc,115439.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States
20301,28.0,Private,111696.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,1974.0,40.0,United-States
27990,33.0,Private,184016.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States
2346,36.0,Self-emp-not-inc,64875.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,60.0,United-States
23763,40.0,Private,270147.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States
18737,22.0,Private,110684.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States
23404,47.0,Self-emp-inc,350759.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
16073,34.0,Self-emp-not-inc,250182.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States
11651,34.0,Private,158040.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States
15976,48.0,Private,28497.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
10267,27.0,Private,185647.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,50.0,United-States
12911,33.0,Private,400416.0,10th,6.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20.0,United-States
5661,19.0,Private,93604.0,7th-8th,4.0,Never-married,Craft-repair,Own-child,White,Male,0.0,1602.0,32.0,United-States
4554,18.0,Private,353358.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,,United-States
32067,37.0,Self-emp-not-inc,126675.0,HS-grad,9.0,,,Husband,White,Male,0.0,0.0,60.0,United-States
2428,41.0,Private,154194.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States
10221,44.0,Private,133853.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States
16286,39.0,Private,35890.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
24964,44.0,Private,106698.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States
30764,30.0,Private,311696.0,11th,7.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,30.0,United-States
23189,,State-gov,101119.0,11th,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States
18158,26.0,Private,40915.0,Bachelors,,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States
13790,59.0,Private,169982.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2002.0,50.0,United-States
14221,46.0,Private,186820.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,5013.0,0.0,40.0,United-States
26509,,Private,101320.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States
31705,51.0,Self-emp-not-inc,204322.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States
3825,,Private,177711.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,Black,Male,,0.0,40.0,United-States
8802,50.0,,,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,,Male,0.0,0.0,38.0,United-States
5538,34.0,State-gov,34104.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,38.0,United-States
23605,20.0,Private,127185.0,Some-college,10.0,Never-married,Prof-specialty,,White,Female,0.0,0.0,15.0,United-States
28161,52.0,Private,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States
2884,71.0,Private,235079.0,Preschool,1.0,Widowed,Craft-repair,Unmarried,Black,Male,0.0,0.0,10.0,United-States
8159,27.0,Local-gov,74056.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,50.0,United-States
351,26.0,Private,192262.0,HS-grad,,Married-civ-spouse,Other-service,Husband,,Male,0.0,0.0,40.0,United-States
18759,25.0,Local-gov,176616.0,HS-grad,9.0,,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States
13466,42.0,Self-emp-not-inc,24763.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States
31489,28.0,Local-gov,229223.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688.0,0.0,36.0,United-States
881,32.0,Private,270335.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,,White,Male,0.0,0.0,40.0,Philippines
18716,25.0,Local-gov,203408.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States
4948,60.0,Federal-gov,21876.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States
18736,58.0,Self-emp-not-inc,157786.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,,United-States
8231,57.0,Private,210688.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.0,United-States
13490,29.0,Private,197618.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
18141,,Self-emp-not-inc,84979.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,United-States
17155,32.0,Private,291147.0,Some-college,10.0,,Sales,Husband,White,Male,,0.0,50.0,United-States
8927,45.0,Private,201699.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
16617,40.0,State-gov,391736.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
30691,20.0,Private,182342.0,,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States
9973,73.0,Private,242769.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3471.0,0.0,40.0,England
10114,43.0,State-gov,261929.0,Doctorate,16.0,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,25236.0,0.0,64.0,United-States
7391,42.0,Private,31251.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,37.0,United-States
15305,54.0,Private,177675.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,,United-States
22589,45.0,Local-gov,192684.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,38.0,United-States
28566,31.0,Private,246439.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States
5543,44.0,Private,296728.0,Masters,14.0,,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
5936,52.0,Private,218550.0,Some-college,10.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,14084.0,0.0,16.0,United-States
7856,28.0,Local-gov,167536.0,Assoc-acdm,12.0,Widowed,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States
23988,,Private,296538.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States
15195,68.0,Private,99491.0,Some-college,10.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States
9038,25.0,,75759.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,44.0,United-States
14377,22.0,Private,106700.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,27.0,United-States
31673,41.0,Private,167106.0,Bachelors,13.0,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,3103.0,0.0,35.0,Philippines
11581,56.0,Private,208431.0,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,Black,,0.0,0.0,32.0,United-States
31483,47.0,Self-emp-not-inc,33300.0,Assoc-acdm,12.0,Never-married,Farming-fishing,Other-relative,White,Male,10520.0,0.0,45.0,United-States
22353,52.0,Private,152373.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2105.0,0.0,40.0,United-States
5978,32.0,,153471.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,35.0,United-States
6084,32.0,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,80.0,United-States
15821,27.0,Private,110931.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States
27071,35.0,Private,160120.0,Masters,,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States
18446,29.0,Local-gov,167544.0,Assoc-acdm,12.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,13.0,United-States
26150,64.0,Federal-gov,175534.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,,China
22900,46.0,Private,124733.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,40.0,Vietnam
29572,,Local-gov,,,9.0,Never-married,Protective-serv,Not-in-family,Black,,2174.0,0.0,40.0,United-States
5986,56.0,Private,108276.0,Bachelors,13.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States
11444,,Private,141058.0,,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,62.0,Mexico
17631,35.0,Private,259846.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,55.0,United-States
29884,30.0,Private,177304.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States
16597,33.0,State-gov,121245.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States
27629,55.0,Self-emp-not-inc,170166.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,,0.0,0.0,25.0,United-States
17401,,Local-gov,143699.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States
27818,32.0,Private,158002.0,Some-college,10.0,,Machine-op-inspct,,White,Male,0.0,0.0,55.0,Ecuador
2205,47.0,Private,211668.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,Female,0.0,0.0,40.0,United-States
2030,32.0,Private,211699.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Wife,White,,0.0,1485.0,40.0,United-States
12145,64.0,Private,133166.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,5.0,United-States
30607,35.0,Private,128876.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
3790,47.0,Private,140664.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States
5085,52.0,Self-emp-not-inc,195462.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,98.0,United-States
13806,38.0,Private,187847.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,50.0,United-States
9195,24.0,Private,237928.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,39.0,United-States
22719,26.0,Private,36201.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States
9096,26.0,Private,256737.0,11th,7.0,,Transport-moving,Husband,,Male,0.0,0.0,40.0,United-States
16237,43.0,Federal-gov,115562.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
16736,45.0,Local-gov,189890.0,HS-grad,9.0,Never-married,Adm-clerical,,White,,0.0,0.0,40.0,United-States
2394,18.0,Private,343059.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States
1087,29.0,Private,201954.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35.0,United-States
22695,33.0,Private,288273.0,12th,8.0,Separated,Adm-clerical,Unmarried,White,Female,1471.0,0.0,40.0,United-States
32274,34.0,,286020.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States
12233,22.0,State-gov,262819.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
2918,33.0,Private,144064.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,50.0,United-States
5498,43.0,Private,131435.0,Bachelors,13.0,Divorced,Other-service,,White,Female,0.0,0.0,40.0,United-States
25113,,Private,69911.0,Preschool,1.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States
24367,28.0,Local-gov,84657.0,Bachelors,13.0,,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States
3730,26.0,Private,109419.0,,11.0,Never-married,Adm-clerical,Not-in-family,,Female,0.0,0.0,45.0,United-States
9820,37.0,,251396.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,Canada
5227,50.0,Local-gov,186888.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40.0,United-States
27611,39.0,Self-emp-not-inc,50096.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States
12366,17.0,Private,163836.0,10th,6.0,Never-married,,,White,Female,0.0,0.0,12.0,United-States
343,33.0,Private,85043.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,20.0,United-States
25073,39.0,Private,126494.0,HS-grad,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States
19733,58.0,Federal-gov,244830.0,Bachelors,13.0,Separated,Prof-specialty,Not-in-family,White,Male,4787.0,0.0,40.0,United-States
28402,53.0,Federal-gov,181677.0,Some-college,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States
30767,49.0,Self-emp-inc,122066.0,,,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,25.0,United-States
28449,61.0,Private,227468.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States
31652,40.0,Private,132222.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,50.0,United-States
9091,59.0,Private,232672.0,Masters,14.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States
2933,29.0,Self-emp-not-inc,132686.0,Prof-school,15.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,50.0,Italy
32453,46.0,Private,42251.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States
12702,23.0,Private,695136.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,30.0,United-States
7829,,Federal-gov,20469.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines
3233,52.0,Private,141301.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States
24435,52.0,Private,174964.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,,Male,0.0,0.0,40.0,United-States
27596,53.0,Private,317313.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,60.0,United-States
15480,27.0,Private,105598.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States
185,34.0,Private,304030.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States
5012,,State-gov,79440.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,30.0,Japan
21566,44.0,Federal-gov,469454.0,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,7298.0,0.0,48.0,United-States
12285,29.0,Private,234447.0,Some-college,10.0,Divorced,Adm-clerical,,Black,Female,0.0,0.0,40.0,United-States
24364,32.0,Private,195891.0,Assoc-acdm,12.0,,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States
5762,42.0,Private,413297.0,Some-college,10.0,,,,White,,0.0,0.0,40.0,United-States
30365,55.0,Private,190257.0,HS-grad,,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,53.0,United-States
7594,30.0,Private,115963.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
12488,30.0,Private,202450.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,65.0,United-States
12178,22.0,Private,106843.0,10th,6.0,Never-married,Craft-repair,Other-relative,,Male,0.0,0.0,30.0,United-States
17346,70.0,Self-emp-not-inc,143833.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2246.0,40.0,United-States
15363,32.0,Private,,5th-6th,3.0,Married-civ-spouse,Other-service,Other-relative,White,Male,0.0,0.0,40.0,United-States
14523,44.0,Private,125461.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
11985,43.0,Local-gov,35824.0,,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States
2683,37.0,Private,211494.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States
28944,45.0,Local-gov,54190.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States
1803,38.0,Self-emp-inc,112847.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States
2306,42.0,Private,37869.0,Some-college,10.0,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
16767,39.0,Private,179824.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,36.0,United-States
21593,34.0,Self-emp-not-inc,260560.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States
5186,65.0,Self-emp-not-inc,226215.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,15.0,United-States
20980,30.0,Private,111415.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States
265,37.0,Self-emp-inc,257295.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,75.0,Thailand
3416,39.0,Local-gov,305597.0,HS-grad,9.0,,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States
20181,60.0,,232618.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States
10775,28.0,Private,137898.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States
20690,43.0,Private,91959.0,Bachelors,13.0,,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States
9319,40.0,Private,144594.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829.0,0.0,40.0,United-States
25996,64.0,Private,125684.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
549,28.0,Private,184831.0,Some-college,10.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States
26315,30.0,Self-emp-inc,356689.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,60.0,United-States
27554,60.0,Private,26721.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
14928,32.0,Private,263908.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
22216,45.0,Private,54260.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,99.0,United-States
12962,39.0,Federal-gov,189632.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,,40.0,United-States
